ActualPower;Max Capacity;Location 1;Location 3;Location 5;Location 7
3.360722549096437;43.75;2.1;2.1959999999999997;3.1310000000000002;3.8339999999999996
3.3315971829322004;43.75;4.1;2.16;3.094;3.827
3.41187352165939;43.75;3.6;2.177;3.074;3.843
3.507627325278002;43.75;3.8;2.512;3.225;3.998
3.577472920289585;43.75;4.2;2.8689999999999998;3.488;4.335
3.5402054167321997;43.75;4.1;3.285;3.864;4.87
3.5813777588774447;43.75;7.6;3.8139999999999996;4.372;5.537000000000001
3.587151222606583;43.75;9.3;4.543;5.007;6.211
3.621055541984836;43.0;9.3;5.3629999999999995;5.6610000000000005;6.803
3.63135626787027;43.0;8.4;6.165;6.327999999999999;7.382000000000001
3.5744221321361116;43.0;7.8;6.879;7.01;7.9479999999999995
3.5028510353886553;43.0;6.5;7.457000000000001;7.614;8.397
3.412829465891863;43.0;9.4;7.847;8.064;8.689
3.404093184774181;43.0;9.7;8.083;8.366;8.85
3.369844304004133;43.0;8.9;8.216000000000001;8.548;8.896
3.297539120051168;43.0;10.2;8.283;8.637;8.847000000000001
3.3210713371828704;43.0;10.4;8.367;8.689;8.758
3.5158050106766447;43.75;10.4;8.48;8.758;8.69
3.5672766323546874;45.0;10.3;8.606;8.836;8.666
3.627721877802481;45.0;12.7;8.722000000000001;8.91;8.677
3.645789264182235;43.5;11.5;8.396;8.523;8.368
3.6560204622321546;43.5;13.3;8.853;9.0;8.757
3.6860253851310296;43.5;13.6;8.913;9.021;8.833
3.712888906574288;43.5;14.0;9.23;9.211;9.02
3.7398814560799685;43.5;12.8;9.344;9.352;9.184
3.744810726434735;43.5;12.6;9.254;9.312999999999999;9.277999999999999
3.7064000678319253;43.5;11.1;9.164;9.226;9.299
3.7067439298975033;45.0;11.0;9.155;9.212;9.327
3.7102250081333144;45.0;11.7;9.177999999999999;9.228;9.361
3.694936075696467;45.0;10.0;9.179;9.213;9.351
3.682886532377527;45.0;11.8;9.156;9.177;9.329
3.6714026200626035;45.0;11.8;9.13;9.147;9.33
3.6458675635206452;45.0;12.7;9.117;9.119;9.328
3.6023406926966977;45.0;13.3;9.097999999999999;9.088;9.302999999999999
3.590080696291251;45.0;14.3;9.091000000000001;9.058;9.262
3.5912941882628826;45.0;14.3;9.092;9.026;9.207
3.6154481760280532;45.0;15.7;9.086;8.985;9.139
3.580542290409554;45.0;15.2;9.051;8.917;9.041
3.5845461884319185;45.0;16.1;8.994;8.824;8.908999999999999
3.5642511680984534;45.0;15.0;8.943999999999999;8.744;8.79
3.591266625246936;45.0;17.1;8.854;8.638;8.655
3.5339493039118945;45.0;17.8;8.722999999999999;8.491;8.482999999999999
3.5400023445393374;45.0;18.0;8.572000000000001;8.321;8.288
3.476212085467601;45.0;17.9;8.434;8.163;8.102
3.498959099444651;45.0;17.9;8.344;8.062999999999999;7.971
3.477479179819314;45.0;18.0;8.299;8.025;7.905
3.380007792979552;45.0;17.5;8.289;8.032;7.894
3.313713165629035;45.0;16.6;8.301;8.072000000000001;7.934
3.244660523841928;45.0;13.9;8.308;8.107000000000001;7.98
3.0758365177956524;43.75;14.2;8.282;8.106;7.996
2.979806123003732;43.75;15.6;8.23;8.072000000000001;7.98
2.8992213731731473;43.75;14.3;8.137;7.996;7.922999999999999
2.8203664693260424;45.0;12.6;7.977;7.855;7.801
2.585128987589703;45.0;12.9;7.761;7.657;7.615
2.5535772471279947;45.0;11.7;7.4879999999999995;7.403;7.37
2.3959843572525954;45.0;11.5;6.912999999999999;6.856;6.861000000000001
2.3822277206462426;45.0;10.3;6.595;6.547000000000001;6.532
2.4087452888224363;45.0;11.0;6.271;6.236000000000001;6.204
2.4411289024421046;45.0;9.2;5.968999999999999;5.917000000000001;5.8420000000000005
1.928473292543877;45.0;10.1;5.711;5.644;5.513999999999999
1.8873726334310013;45.0;10.1;5.449;5.382999999999999;5.206
1.7272209480904839;45.0;8.8;5.146;5.078;4.875
1.7756300872981714;45.0;9.1;4.828;4.76;4.5569999999999995
1.5014071682203953;45.0;8.6;4.507;4.438;4.247
1.2035727243045962;45.0;7.5;4.242;4.1530000000000005;3.97
1.2930819793977117;45.0;7.4;4.02;3.905;3.717
1.0584844975773302;45.0;7.8;2.467;2.529;2.9189999999999996
1.2296405510745139;45.0;7.0;2.391;2.398;2.699
1.2140221401789375;45.0;6.8;2.474;2.398;2.5140000000000002
0.7173518692567626;45.0;6.9;2.5269999999999997;2.346;2.229
0.1922718876471227;45.0;6.1;2.6069999999999998;2.358;1.984
0.042101176018635326;45.0;5.8;2.682;2.38;1.8719999999999999
-0.5603660693261268;45.0;4.8;2.659;2.322;1.746
-2.0;45.0;3.2;2.675;2.315;1.704
-2.0;45.0;4.5;2.73;2.322;1.689
-2.0;45.0;3.9;2.858;2.47;1.901
-0.19845093872383832;45.0;3.5;2.9330000000000003;2.559;2.052
0.13714983814723367;45.0;1.8;2.977;2.638;2.224
0.6455313266182819;45.0;3.2;3.017;2.718;2.435
0.9411784473819341;45.0;3.3;3.085;2.8339999999999996;2.6189999999999998
0.9058362739702962;45.0;2.5;3.1830000000000003;2.966;2.8169999999999997
0.9685036033210893;45.0;2.4;3.2039999999999997;3.003;2.9019999999999997
1.2231870232497404;45.0;2.8;3.18;2.9960000000000004;2.918
1.4124493185967417;45.0;2.1;3.215;3.042;2.964
1.5443659156903855;45.0;1.9;3.284;3.117;3.029
1.6120345382813663;45.0;1.8;3.377;3.228;3.111
1.4678743481123135;45.0;2.4;3.489;3.3680000000000003;3.2239999999999998
1.3104926477036087;45.0;3.6;3.5989999999999998;3.505;3.352
1.1486714885408467;45.0;4.5;3.687;3.617;3.471
0.7738050835773999;45.0;4.2;3.7739999999999996;3.733;3.6
0.347835995271528;45.0;4.1;3.917;3.8989999999999996;3.778
-0.3243460568233724;45.0;5.1;4.109;4.112;3.99
-0.6831968497067772;45.0;5.0;4.308;4.34;4.223
-0.8051966843685682;45.0;4.3;4.475;4.542;4.439
-1.7092582477163112;45.0;5.1;4.6160000000000005;4.707;4.613
